KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
120481,K377B00
120492,K377B01
120487,K377B02
120477,K377B03
120476,K377B05
120472,K377B06
120473,K377B07
120474,K377B08
120475,K377B09
120470,K377B10
120471,K377B11
120490,K377B12
120486,K377B13
120489,K377B15
120484,K377B16
120485,K377B17
120497,K377B18
120601,K377B19
120493,K377B20
120495,K377B21
120558,K377B22
120494,K377B23
120508,K377B25
120506,K377B28
120500,K377B29
120502,K377B30
120505,K377B31
120527,K377B32
120517,K377B33
120514,K377B35
120515,K377B36
120516,K377B37
120528,K377B40
120529,K377B41
120520,K377B42
120521,K377B43
120523,K377B44
120524,K377B45
120525,K377B46
120522,K377B47
120531,K377B48
120546,K377B49
120533,K377B51
120534,K377B52
120535,K377B53
120536,K377B54
120537,K377B55
120538,K377B56
120540,K377B58
120542,K377B59
120543,K377B60
120646,K377B61
120582,K377B62
120567,K377B63
120557,K377B64
120550,K377B65
120551,K377B66
120552,K377B67
120553,K377B68
120554,K377B69
120559,K377B71
120562,K377B73
120564,K377B74
120563,K377B75
120635,K377B76
120661,K377B77
120656,K377B78
120574,K377B79
120576,K377B80
120571,K377B83
120580,K377B85
120581,K377B86
120577,K377B87
120578,K377B88
120579,K377B89
120583,K377B90
120584,K377B91
120586,K377B94
120588,K377B95
120591,K377B96
120590,K377B97
120593,K377B98
120592,K377B99
125100,K377C00
125098,K377C01
125133,K377C02
125119,K377C03
125116,K377C05
125117,K377C06
125115,K377C07
125113,K377C08
125109,K377C09
125108,K377C10
125112,K377C11
125110,K377C12
125114,K377C13
125127,K377C14
125131,K377C15
125128,K377C16
125129,K377C17
125130,K377C18
125138,K377C19
125436,K377C20
125140,K377C21
125139,K377C22
125142,K377C23
125143,K377C24
125144,K377C25
125145,K377C28
125146,K377C29
125151,K377C30
125152,K377C31
125149,K377C32
125150,K377C33
125155,K377C34
125164,K377C35
125157,K377C36
125158,K377C37
125156,K377C38
125168,K377C40
125170,K377C41
125166,K377C42
125165,K377C43
125167,K377C44
125169,K377C45
125171,K377C47
125173,K377C48
125174,K377C49
125172,K377C50
125141,K377C51
125180,K377C52
125183,K377C53
125181,K377C54
125182,K377C55
125177,K377C56
125184,K377C57
125178,K377C58
125190,K377C60
125188,K377C61
125193,K377C62
125191,K377C64
125192,K377C65
125199,K377C66
125202,K377C67
125198,K377C68
125195,K377C69
125204,K377C70
125200,K377C71
125197,K377C72
125201,K377C73
125196,K377C75
125227,K377C77
125228,K377C78
125211,K377C79
125209,K377C80
125215,K377C81
125206,K377C82
125205,K377C83
125208,K377C86
125214,K377C87
125210,K377C88
125207,K377C89
125223,K377C90
125226,K377C91
125225,K377C92
125224,K377C93
125219,K377C94
125222,K377C95
125221,K377C96
125218,K377C97
125220,K377C98
129727,K377D00
129724,K377D01
129722,K377D02
129715,K377D04
129718,K377D05
129725,K377D06
129719,K377D07
129720,K377D08
129716,K377D09
129732,K377D14
129731,K377D15
129784,K377D16
129741,K377D18
129742,K377D19
129737,K377D20
129735,K377D22
129744,K377D23
129739,K377D24
129743,K377D25
129740,K377D26
129746,K377D27
129747,K377D28
129748,K377D29
129751,K377D30
129752,K377D31
129749,K377D32
129750,K377D33
129788,K377D35
129760,K377D36
129762,K377D37
129757,K377D38
129758,K377D39
129759,K377D40
130772,K377D41
129761,K377D42
129767,K377D43
129764,K377D44
129765,K377D45
129768,K377D46
129775,K377D47
129776,K377D48
129778,K377D49
129783,K377D51
129781,K377D52
129780,K377D53
129792,K377D56
129790,K377D57
129789,K377D58
129794,K377D59
129665,K377D60
129791,K377D61
129823,K377D62
129795,K377D63
129857,K377D64
129820,K377D66
129808,K377D67
129801,K377D68
129802,K377D69
129803,K377D70
129804,K377D71
129805,K377D72
129806,K377D73
129807,K377D74
129809,K377D75
129810,K377D76
129811,K377D77
129817,K377D78
129816,K377D79
129829,K377D80
129824,K377D81
129825,K377D82
129826,K377D83
129827,K377D84
129828,K377D85
129831,K377D86
129830,K377D87
129910,K377D88
129887,K377D89
129834,K377D90
129836,K377D91
129839,K377D92
129841,K377D93
129851,K377D94
129852,K377D95
129835,K377D97
129837,K377D98
129838,K377D99
134652,K377F00
134647,K377F01
134651,K377F02
134653,K377F03
134655,K377F04
134648,K377F05
134650,K377F06
134690,K377F07
134658,K377F08
134660,K377F09
134659,K377F10
134657,K377F13
134661,K377F14
134678,K377F18
134664,K377F19
134665,K377F20
134677,K377F24
134689,K377F27
134672,K377F29
134669,K377F30
134673,K377F32
134674,K377F33
134675,K377F34
134684,K377F35
134676,K377F36
134686,K377F39
134693,K377F40
134694,K377F41
134695,K377F42
134697,K377F45
134698,K377F47
134704,K377F50
134710,K377F52
134712,K377F56
134713,K377F57
134716,K377F61
116297,K378A02
116299,K378A03
116300,K378A04
116328,K378A06
116342,K378A08
115849,K378A11
115925,K378A14
115926,K378A15
115932,K378A16
115931,K378A17
115959,K378A20
116028,K378A22
116048,K378A23
116125,K378A26
115764,K378A31
115752,K378A33
115766,K378A54
115778,K378A58
115807,K378A59
115810,K378A61
115812,K378A66
115813,K378A67
115898,K378A89
120589,K378B00
120595,K378B02
120687,K378B03
120597,K378B04
120598,K378B05
120599,K378B06
120604,K378B07
120602,K378B08
120603,K378B09
120610,K378B15
120611,K378B16
120612,K378B17
120613,K378B18
120614,K378B19
120615,K378B20
120617,K378B22
120634,K378B26
120711,K378B27
120645,K378B28
120626,K378B30
120627,K378B31
120628,K378B32
120629,K378B33
120631,K378B34
120632,K378B35
120793,K378B36
120630,K378B37
120639,K378B38
120640,K378B39
120636,K378B40
120637,K378B41
120701,K378B42
120654,K378B45
120651,K378B46
120648,K378B47
120649,K378B48
120650,K378B49
120652,K378B50
120653,K378B51
120662,K378B52
120658,K378B54
120657,K378B55
120660,K378B56
120659,K378B57
120669,K378B58
120664,K378B59
120665,K378B60
120666,K378B61
120667,K378B62
120683,K378B64
120685,K378B65
120688,K378B66
120694,K378B67
120674,K378B68
120675,K378B69
120676,K378B70
120677,K378B71
120678,K378B72
120679,K378B73
120680,K378B74
120689,K378B76
120712,K378B77
120692,K378B78
120695,K378B79
120693,K378B80
120696,K378B83
120697,K378B84
120698,K378B85
120699,K378B86
120700,K378B87
120704,K378B88
120705,K378B89
120716,K378B90
120731,K378B92
120730,K378B94
120795,K378B98
120721,K378B99
125241,K378C02
125240,K378C03
125230,K378C04
125231,K378C05
125238,K378C06
125233,K378C07
125236,K378C08
125234,K378C09
125237,K378C10
125232,K378C12
125235,K378C13
125247,K378C14
125250,K378C16
125248,K378C17
125249,K378C18
125257,K378C21
125254,K378C22
125256,K378C23
125253,K378C24
125251,K378C27
125269,K378C30
125270,K378C31
125267,K378C32
125264,K378C33
125265,K378C34
125260,K378C35
125261,K378C36
125262,K378C37
125266,K378C38
125275,K378C39
125271,K378C40
125273,K378C41
125272,K378C42
125274,K378C43
125319,K378C45
125326,K378C47
125284,K378C48
125285,K378C49
125283,K378C50
125282,K378C51
125287,K378C52
125290,K378C53
125288,K378C54
125291,K378C55
125289,K378C56
125286,K378C57
125294,K378C58
125332,K378C59
125307,K378C61
125305,K378C62
125306,K378C63
125300,K378C64
125299,K378C65
125298,K378C67
125318,K378C68
125324,K378C69
125333,K378C70
125313,K378C71
125317,K378C72
125316,K378C73
125314,K378C74
125321,K378C75
125320,K378C76
125330,K378C77
125323,K378C78
125325,K378C79
125327,K378C80
125329,K378C81
125328,K378C82
125335,K378C83
125334,K378C84
125359,K378C85
125360,K378C86
125361,K378C87
125346,K378C88
125338,K378C89
125343,K378C90
125337,K378C91
125345,K378C92
125342,K378C93
125339,K378C94
125341,K378C95
125340,K378C96
125357,K378C97
125354,K378C98
125350,K378C99
129840,K378D00
129842,K378D01
129856,K378D02
129844,K378D03
129845,K378D04
129846,K378D05
129847,K378D06
129848,K378D07
129849,K378D08
129850,K378D09
129853,K378D10
129854,K378D11
129901,K378D12
129862,K378D13
129864,K378D14
129863,K378D15
129865,K378D17
129867,K378D18
129866,K378D19
129917,K378D22
129918,K378D23
129875,K378D25
129876,K378D26
129889,K378D27
129878,K378D28
129880,K378D29
129881,K378D30
129882,K378D31
129883,K378D32
129884,K378D33
129885,K378D34
129886,K378D35
129888,K378D36
129913,K378D37
129890,K378D38
129892,K378D39
129893,K378D40
129895,K378D41
129894,K378D42
129896,K378D43
129897,K378D44
129898,K378D45
129899,K378D46
129919,K378D48
129908,K378D49
129903,K378D50
129904,K378D51
129905,K378D52
129924,K378D53
129907,K378D54
129909,K378D55
129920,K378D58
129927,K378D59
129921,K378D60
129922,K378D61
129923,K378D62
129925,K378D64
129926,K378D65
129928,K378D66
129932,K378D70
129933,K378D71
129934,K378D72
129939,K378D73
129935,K378D74
129936,K378D75
129937,K378D76
129938,K378D77
129941,K378D79
129942,K378D80
129947,K378D82
129948,K378D83
129952,K378D84
129953,K378D85
129951,K378D86
129954,K378D87
129955,K378D88
129956,K378D89
129961,K378D90
129960,K378D91
130518,K378D92
129964,K378D93
129968,K378D94
129965,K378D95
129966,K378D96
129967,K378D97
129970,K378D98
129971,K378D99
134494,K378F80
10581,K379082
10663,K379214
10958,K379586
11056,K379685
115786,K379A01
115855,K379A10
115860,K379A11
115789,K379A12
116057,K379A26
116065,K379A27
116138,K379A29
116155,K379A31
116177,K379A32
116197,K379A33
116198,K379A34
116201,K379A35
116224,K379A38
116240,K379A39
115895,K379A42
115952,K379A44
115958,K379A47
116150,K379A55
116164,K379A57
116199,K379A59
115999,K379A65
116010,K379A66
116036,K379A69
116098,K379A71
116195,K379A76
116129,K379A78
116175,K379A79
116153,K379A80
116154,K379A82
116172,K379A83
116173,K379A84
116174,K379A85
116179,K379A87
116239,K379A88
115973,K379A90
116146,K379A99
120722,K379B00
120723,K379B01
120724,K379B02
120725,K379B03
120727,K379B04
120728,K379B05
120729,K379B06
120732,K379B07
120749,K379B08
120734,K379B10
120747,K379B11
120735,K379B12
120736,K379B13
120737,K379B14
120738,K379B15
120748,K379B16
120750,K379B17
120769,K379B18
120746,K379B19
120745,K379B20
120755,K379B22
120754,K379B23
120751,K379B25
120752,K379B26
120756,K379B29
120758,K379B30
120759,K379B31
120884,K379B33
120762,K379B34
120757,K379B35
120790,K379B38
120765,K379B39
120763,K379B40
120764,K379B41
120773,K379B42
120774,K379B43
120775,K379B44
120776,K379B45
120777,K379B46
120778,K379B47
120779,K379B48
120780,K379B49
120782,K379B51
120786,K379B53
120787,K379B54
120807,K379B55
120806,K379B56
120686,K379B57
120797,K379B58
120798,K379B59
120801,K379B61
120802,K379B62
120803,K379B63
120804,K379B64
120805,K379B65
120800,K379B66
120809,K379B67
120830,K379B68
120812,K379B69
120811,K379B70
120816,K379B71
120818,K379B73
120819,K379B74
120820,K379B75
120821,K379B77
120834,K379B80
120835,K379B81
120837,K379B82
120838,K379B83
120841,K379B84
120842,K379B85
120844,K379B86
120846,K379B88
120847,K379B89
120848,K379B90
120839,K379B91
120843,K379B92
120852,K379B93
120850,K379B94
120851,K379B95
120726,K379B96
120939,K379B97
120854,K379B98
120855,K379B99
125349,K379C00
125347,K379C01
125358,K379C02
125351,K379C03
125353,K379C04
125352,K379C05
125356,K379C06
125348,K379C07
125355,K379C08
125365,K379C09
125363,K379C10
125366,K379C11
125364,K379C12
125367,K379C13
125392,K379C14
125372,K379C17
125369,K379C18
125370,K379C19
125368,K379C20
125374,K379C21
125376,K379C22
125375,K379C23
125406,K379C24
125415,K379C25
125381,K379C26
125379,K379C27
125380,K379C28
125378,K379C29
125385,K379C30
125391,K379C31
125384,K379C32
125388,K379C33
125389,K379C34
125390,K379C35
125386,K379C36
125387,K379C37
125383,K379C38
125421,K379C39
125395,K379C40
125394,K379C41
125397,K379C42
125631,K379C43
125402,K379C44
125401,K379C45
125422,K379C46
125410,K379C47
125411,K379C48
125409,K379C49
125407,K379C50
125408,K379C51
125413,K379C52
125414,K379C53
125479,K379C54
125420,K379C57
125416,K379C58
125450,K379C59
125419,K379C60
125417,K379C61
125429,K379C62
125424,K379C63
125431,K379C64
125428,K379C65
125432,K379C66
125427,K379C67
125430,K379C68
125425,K379C69
125426,K379C70
125396,K379C71
125440,K379C74
125439,K379C76
125437,K379C77
125445,K379C79
125448,K379C80
125446,K379C81
125673,K379C82
125444,K379C83
125443,K379C84
125454,K379C87
125457,K379C88
125452,K379C89
125455,K379C90
125456,K379C91
125459,K379C92
125460,K379C94
125469,K379C95
125464,K379C96
125492,K379C97
125507,K379C99
129992,K379D00
130597,K379D02
129977,K379D04
129975,K379D05
129976,K379D06
129978,K379D07
129982,K379D10
129983,K379D11
129984,K379D12
129985,K379D13
129986,K379D14
129987,K379D15
129988,K379D16
129989,K379D17
129990,K379D18
129981,K379D19
129996,K379D21
129997,K379D22
129998,K379D23
129999,K379D24
130000,K379D26
130001,K379D27
130007,K379D28
130004,K379D29
130005,K379D30
130024,K379D32
130019,K379D33
130013,K379D34
130020,K379D35
130023,K379D37
130015,K379D38
130016,K379D39
130011,K379D40
130021,K379D41
130009,K379D42
130014,K379D43
130017,K379D44
130018,K379D45
130022,K379D46
130026,K379D49
130027,K379D50
130028,K379D51
130030,K379D52
130032,K379D54
130035,K379D55
130033,K379D56
130034,K379D57
130036,K379D58
130037,K379D59
130038,K379D60
130039,K379D61
130040,K379D62
130041,K379D63
130042,K379D64
130056,K379D66
130047,K379D67
130045,K379D68
130046,K379D69
130048,K379D70
130049,K379D71
130050,K379D72
130051,K379D73
130052,K379D74
130053,K379D75
130054,K379D76
130059,K379D77
130060,K379D78
129562,K379D79
130061,K379D80
130062,K379D81
130063,K379D82
130064,K379D83
130065,K379D84
130070,K379D86
130071,K379D87
130075,K379D88
130067,K379D89
130069,K379D91
130073,K379D92
130074,K379D93
130076,K379D94
130081,K379D95
130082,K379D96
130083,K379D97
130084,K379D98
130085,K379D99
111613,K380343
111674,K380347
111509,K380358
111962,K380372
112037,K380387
11624,K380421
111584,K380445
111599,K380666
111625,K380691
116126,K380A01
116167,K380A02
116161,K380A03
116165,K380A05
116503,K380A06
116257,K380A08
116282,K380A10
115982,K380A29
116120,K380A38
116220,K380A44
116226,K380A45
116131,K380A75
116132,K380A76
116241,K380A79
116264,K380A81
116223,K380A82
116274,K380A83
116278,K380A84
116336,K380A86
116402,K380A88
116429,K380A89
115981,K380A91
116121,K380A92
116277,K380A95
116303,K380A96
116319,K380A97
116321,K380A98
116348,K380A99
120857,K380B01
120858,K380B02
120867,K380B05
120868,K380B06
120869,K380B07
120871,K380B09
120872,K380B10
120874,K380B12
120876,K380B14
120877,K380B15
120878,K380B16
120879,K380B17
120891,K380B20
120898,K380B21
120887,K380B23
120886,K380B26
120896,K380B27
120895,K380B28
120897,K380B30
120893,K380B31
120892,K380B32
120894,K380B33
120899,K380B37
120900,K380B38
120901,K380B39
120903,K380B40
122807,K380B41
120913,K380B42
120910,K380B44
120905,K380B45
120906,K380B46
121081,K380B47
120908,K380B48
120916,K380B52
120973,K380B53
120919,K380B54
120915,K380B55
120918,K380B56
120961,K380B57
120931,K380B58
120933,K380B59
120934,K380B60
120935,K380B61
120937,K380B63
120949,K380B66
120951,K380B67
120950,K380B68
120948,K380B73
120941,K380B74
120940,K380B75
120942,K380B76
120943,K380B77
120944,K380B78
120946,K380B79
120947,K380B80
120945,K380B81
120962,K380B83
120966,K380B86
120965,K380B87
120954,K380B88
120956,K380B89
120958,K380B91
120959,K380B92
120969,K380B93
120968,K380B94
120967,K380B95
121057,K380B99
125466,K380C00
125462,K380C01
125480,K380C03
125505,K380C04
125476,K380C05
125478,K380C06
125471,K380C07
125472,K380C08
125475,K380C09
125474,K380C10
125470,K380C11
125473,K380C12
125488,K380C13
125491,K380C14
125483,K380C15
125489,K380C16
125487,K380C17
125482,K380C18
125485,K380C19
125484,K380C20
125481,K380C21
125490,K380C22
125486,K380C24
125497,K380C25
125499,K380C26
125500,K380C27
125494,K380C28
125495,K380C30
125501,K380C33
125503,K380C34
125502,K380C35
125504,K380C36
125538,K380C38
125511,K380C39
125519,K380C40
125518,K380C41
125516,K380C42
125522,K380C43
125513,K380C44
125517,K380C45
125520,K380C46
125514,K380C47
125509,K380C48
125508,K380C49
125510,K380C50
125512,K380C51
125521,K380C52
125515,K380C53
125534,K380C54
125532,K380C55
125530,K380C56
125527,K380C57
125533,K380C58
125525,K380C59
125529,K380C60
125528,K380C61
125535,K380C62
125526,K380C63
125524,K380C64
125523,K380C65
125539,K380C66
125542,K380C68
131506,K380C69
125547,K380C70
125548,K380C71
125545,K380C72
125546,K380C73
125544,K380C74
125498,K380C75
125560,K380C78
125557,K380C79
125555,K380C80
125553,K380C81
125556,K380C82
125552,K380C83
125554,K380C84
125551,K380C85
125567,K380C92
125574,K380C93
125573,K380C94
125575,K380C95
125570,K380C96
125569,K380C97
125565,K380C98
125562,K380C99
130087,K380D00
130088,K380D01
130089,K380D02
130090,K380D03
130092,K380D04
130095,K380D06
130096,K380D07
130100,K380D08
130101,K380D09
130102,K380D10
130103,K380D11
130104,K380D12
130118,K380D14
